"Block","Treatment","Density","sp","tag","DBH","Ht","collection","Julian.date","tissue","tissue_biomass","tissue_biomass_lci","tissue_biomass_uci","tissue_biomass_se"
"B4","C","2m","C","2",11.04536102,10.7,"4-leaf fall",293,"Coarse roots",10.7204535582755,8.57371453042901,13.4047062200694,1.23239583919397
"B4","C","2m","C","3",12.71416533,11,"4-leaf fall",293,"Coarse roots",14.8354424443945,11.6254703508561,18.9317374590984,1.86384365006181
"B4","C","2m","C","4",7.310950691,9.7,"4-leaf fall",293,"Coarse roots",4.93591771675976,3.84821675100364,6.33105806742014,0.633377886840943
"B4","C","2m","C","5",8.3,10.3,"4-leaf fall",293,"Coarse roots",6.36972551476249,4.96513289537412,8.17166508699444,0.81799290602559
"B4","C","2m","C","6",6.9,9.6,"4-leaf fall",293,"Coarse roots",4.53884704765421,3.50327819195835,5.88053000452218,0.606441788919344
"B4","C","2m","C","7",4.4,8.2,"4-leaf fall",293,"Coarse roots",2.4237748572796,1.76727097753166,3.3241560764982,0.397164566062893
"B4","C","2m","C","8",11.38507795,10.1,"4-leaf fall",293,"Coarse roots",10.3859757395416,8.57103866439342,12.5852298987361,1.02402837610781
"B4","C","2m","C","9",11.90336087,10.4,"4-leaf fall",293,"Coarse roots",11.8456208665852,9.62273842411829,14.5819960525151,1.26511674193796
"B4","C","2m","C","10",9.4,11.5,"4-leaf fall",293,"Coarse roots",9.15237304202955,6.77892146653551,12.3568229421131,1.42293404989225
"B4","C","2m","C","11",12.5,10.6,"4-leaf fall",293,"Coarse roots",13.4884054487806,10.8013718308451,16.8438865358881,1.54145783291912
"B4","C","2m","C","13",11.80889495,11.2,"4-leaf fall",293,"Coarse roots",13.1243731269836,10.2085047273058,16.8731047863998,1.7001530762995
"B4","C","2m","C","15",12.44708801,11.2,"4-leaf fall",293,"Coarse roots",14.6103434754137,11.3473222565407,18.8116748289688,1.90417157459899
"B4","C","2m","C","16",8.5,11.9,"4-leaf fall",293,"Coarse roots",8.34738458052052,5.87783936859205,11.8544970295441,1.5246575665694
"B4","C","2m","C","17",7.8,11.3,"4-leaf fall",293,"Coarse roots",6.79040051722264,4.89127896070236,9.42688805008913,1.15704313504765
"B4","C","2m","C","18",13.51480669,13.7,"4-leaf fall",293,"Coarse roots",25.3085884224641,16.5942901001772,38.5990990919728,5.6134716815805
"B4","C","2m","C","19",12.66688596,11.5,"4-leaf fall",293,"Coarse roots",15.8483649892952,12.0802741322224,20.7918024114995,2.22232864267272
"B4","C","2m","C","21",19.05911855,13.4,"4-leaf fall",293,"Coarse roots",61.4706172691435,37.6735241090139,100.299530686736,15.9760220861536
"B4","C","2m","C","22",15.24040682,13.1,"4-leaf fall",293,"Coarse roots",30.9498107713844,20.8936956126949,45.8459242702133,6.36536445344857
"B4","C","2m","C","23",15.57947368,12.3,"4-leaf fall",293,"Coarse roots",29.106550294612,20.4188207874172,41.4907050153869,5.37548067040045
"B4","C","2m","C","24",8.9,9.5,"4-leaf fall",293,"Coarse roots",6.25891459256406,5.16201520641904,7.58889896881704,0.619103000611737
"B4","C","2m","C","26",12.7,12,"4-leaf fall",293,"Coarse roots",17.1607537455163,12.6750810398475,23.2338924057716,2.69357432804186
"B4","C","2m","C","27",12.80351514,12.2,"4-leaf fall",293,"Coarse roots",17.9864688687797,13.1079442071111,24.6806865558732,2.95223019101074
"B4","C","2m","C","28",6.519202405,8,"4-leaf fall",293,"Coarse roots",3.35984610628292,2.66559204626331,4.23491879551827,0.400338456442592
"B4","C","2m","C","29",6.989277502,9.3,"4-leaf fall",293,"Coarse roots",4.40738507920254,3.45623562652897,5.62028904721562,0.552054444052718
"B4","C","2m","C","30",10.90412766,10.2,"4-leaf fall",293,"Coarse roots",9.72231328001837,7.98378300514468,11.8394219198983,0.983581355804495
"B3","C","2m","C","781",14.78276023,12.8,"4-leaf fall",293,"Coarse roots",27.4140583619488,18.9530494410161,39.6522257914843,5.28040213022148
"B3","C","2m","C","782",9.7,12.5,"4-leaf fall",293,"Coarse roots",11.1609347362588,7.72459330901441,16.1259576011156,2.14320517655642
"B3","C","2m","C","783",12.83160161,12.5,"4-leaf fall",293,"Coarse roots",18.8919542107008,13.4905853733601,26.4559264125041,3.30748495896531
"B3","C","2m","C","785",9.521029356,9.6,"4-leaf fall",293,"Coarse roots",7.05107084683862,5.86537931954166,8.47645094691379,0.666089700860238
"B3","C","2m","C","786",11.77964346,10,"4-leaf fall",293,"Coarse roots",10.9350242795873,9.03987931822979,13.2274726006607,1.06826359245687
"B3","C","2m","C","787",7.3,10.2,"4-leaf fall",293,"Coarse roots",5.30522138173751,4.0288827923251,6.98590039969914,0.754341226370928
"B3","C","2m","C","788",9.31933474,10.5,"4-leaf fall",293,"Coarse roots",7.78710714962369,6.15504592349184,9.85192287977585,0.9430808561949
"B3","C","2m","C","789",9.774456507,10.3,"4-leaf fall",293,"Coarse roots",8.16096724471923,6.5851165797858,10.1139266955159,0.900206662176053
"B3","C","2m","C","790",2.4,4.9,"4-leaf fall",293,"Coarse roots",1.0627265313876,0.693008158166945,1.62968886759203,0.238949160567624
"B3","C","2m","C","791",10.5,10,"4-leaf fall",293,"Coarse roots",8.8189784971572,7.29514106831055,10.6611210126102,0.85866835313766
"B3","C","2m","C","792",9.538343672,10.1,"4-leaf fall",293,"Coarse roots",7.61471665316897,6.18643045560042,9.37275705662502,0.812838418628725
"B3","C","2m","C","793",13.60036764,10.3,"4-leaf fall",293,"Coarse roots",15.5237185723045,12.3252605533824,19.5521901762943,1.8436044956408
"B3","C","2m","C","794",12.82224629,11.2,"4-leaf fall",293,"Coarse roots",15.5612082343992,12.0535599866832,20.0896002493755,2.05001027109496
"B3","C","2m","C","795",10.61037228,10.3,"4-leaf fall",293,"Coarse roots",9.3919401776964,7.65922498863386,11.5166404476076,0.984034555860657
"B3","C","2m","C","796",11.88107739,10.9,"4-leaf fall",293,"Coarse roots",12.7076792842321,10.0608143549412,16.050898773576,1.52808275985581
"B3","C","2m","C","797",9.541488354,9.1,"4-leaf fall",293,"Coarse roots",6.57072803290751,5.55851475331006,7.76726676073433,0.563457144751091
"B3","C","2m","C","798",8,9,"4-leaf fall",293,"Coarse roots",4.99658093582325,4.09375954068365,6.09850695921995,0.511415157789874
"B3","C","2m","C","799",11.89621789,7.7,"4-leaf fall",293,"Coarse roots",7.93428937777364,6.44142483909286,9.77314018292841,0.849927383631519
"B3","C","2m","C","800",11.5,11.6,"4-leaf fall",293,"Coarse roots",13.2202653100433,10.0102412822601,17.4596605556018,1.90036205952595
"B3","C","2m","C","801",12.26743657,11.2,"4-leaf fall",293,"Coarse roots",14.1758015998133,11.0187930281401,18.237328760425,1.84146319701143
"B3","C","2m","C","802",11.31459235,11.2,"4-leaf fall",293,"Coarse roots",12.0781191452598,9.38050744382709,15.5515000612349,1.57423281056321
"B3","C","2m","C","803",12.7,9.6,"4-leaf fall",293,"Coarse roots",12.0306438586544,9.8992669958901,14.6209200856861,1.20450333923367
"B3","C","2m","C","804",12.3434193,9.5,"4-leaf fall",293,"Coarse roots",11.1643896465671,9.27002765220382,13.4458710218349,1.06526616572222
"B3","C","2m","C","806",9.848857802,10.9,"4-leaf fall",293,"Coarse roots",9.03096323783211,7.03211291539845,11.5979788698336,1.16476172307019
"B3","C","2m","C","807",6.717886572,8.2,"4-leaf fall",293,"Coarse roots",3.5782884411831,2.85467444103936,4.48532693754133,0.415982779719889
"B3","C","2m","C","808",14.53203358,8.7,"4-leaf fall",293,"Coarse roots",14.3273744414807,11.023468406909,18.6215128314549,1.93827663891477
"B3","C","2m","C","809",2.6,5.3,"4-leaf fall",293,"Coarse roots",1.16607768234914,0.775167656172997,1.7541200931754,0.24973276454143
"B3","C","2m","C","810",10.1,8.4,"4-leaf fall",293,"Coarse roots",6.5071457348946,5.55098314102128,7.62800832563268,0.529853363421276
"B1","C","2m","C","962",13.15218613,13.4,"4-leaf fall",293,"Coarse roots",22.7781909725576,15.2616772327253,33.996655549087,4.77933120315349
"B1","C","2m","C","964",14.08296844,14.5,"4-leaf fall",293,"Coarse roots",31.343970396398,19.3797431002962,50.6944016298781,7.98843329836273
"B1","C","2m","C","965",5.3,9.2,"4-leaf fall",293,"Coarse roots",3.26928866145258,2.40862748532471,4.43748500630495,0.517565694127613
"B1","C","2m","C","967",13.53698637,12.5,"4-leaf fall",293,"Coarse roots",21.2697839622468,15.1538228754544,29.8540977757789,3.75007012763378
"B1","C","2m","C","968",7.4,10.9,"4-leaf fall",293,"Coarse roots",5.98399724579135,4.37091231286063,8.1923910786952,0.974867032100656
"B1","C","2m","C","969",14.08580846,11.6,"4-leaf fall",293,"Coarse roots",20.4163884441369,15.2413127820401,27.3486229869295,3.08859954206361
"B1","C","2m","C","970",10.98362417,11.1,"4-leaf fall",293,"Coarse roots",11.2567983865761,8.77952702773383,14.4330679221943,1.44222982001543
"B1","C","2m","C","971",13.08166656,11.6,"4-leaf fall",293,"Coarse roots",17.2459202618656,13.032038151745,22.8223522840747,2.49752911539024
"B1","C","2m","C","972",10.8,12.8,"4-leaf fall",293,"Coarse roots",14.0368854414501,9.67150784846555,20.3726405420489,2.72988078917943
"B1","C","2m","C","973",7.9,9.6,"4-leaf fall",293,"Coarse roots",5.36952385285233,4.28872644469787,6.72269187091537,0.620909547504463
"B1","C","2m","C","974",5.3,8.8,"4-leaf fall",293,"Coarse roots",3.08138066741543,2.30052795800682,4.12727295248695,0.46600637614289
"B1","C","2m","C","975",6.1,9.8,"4-leaf fall",293,"Coarse roots",4.08702526912079,3.03156377419635,5.50995354035062,0.632242287284251
"B1","C","2m","C","976",7.3,11.7,"4-leaf fall",293,"Coarse roots",6.6238149604489,4.56894054087188,9.60286618698133,1.28416470564017
"B1","C","2m","C","977",9.1,12.5,"4-leaf fall",293,"Coarse roots",10.0903546715342,6.89460242204303,14.7673863066904,2.00836323587942
"B1","C","2m","C","978",12.39435355,12.1,"4-leaf fall",293,"Coarse roots",16.5445185615142,12.14211402599,22.5431167790378,2.65331702883871
"B1","C","2m","C","979",11,10.8,"4-leaf fall",293,"Coarse roots",10.7976495357085,8.58191188154034,13.585461736885,1.27641577942466
"B1","C","2m","C","980",13.08739852,11.7,"4-leaf fall",293,"Coarse roots",17.5199042985187,13.1607316042218,23.3229470716346,2.59240190495223
"B1","C","2m","C","981",10.1133575,12.4,"4-leaf fall",293,"Coarse roots",11.7881227113627,8.28440498414648,16.773665377787,2.16562765143891
"B1","C","2m","C","982",7.7,11.9,"4-leaf fall",293,"Coarse roots",7.2972334514262,5.02390570514034,10.5992467155842,1.42228087001119
"B1","C","2m","C","983",14.2,16,"4-leaf fall",293,"Coarse roots",39.9117572177813,22.0282408377889,72.3139163014079,12.8279784345967
"B1","C","2m","C","984",18.17278185,14.9,"4-leaf fall",293,"Coarse roots",66.1269263559237,38.3488556070312,114.026098564465,19.3054191217942
"B1","C","2m","C","986",10.85771615,11.9,"4-leaf fall",293,"Coarse roots",12.4062538221972,9.14727135040659,16.8263439450651,1.95894709047412
"B1","C","2m","C","988",11.8,14.2,"4-leaf fall",293,"Coarse roots",20.4286037845784,12.7758035173645,32.6654876947716,5.07389902484876
"B1","C","2m","C","989",7.2,11.5,"4-leaf fall",293,"Coarse roots",6.32346634557894,4.40866287634432,9.06992159419235,1.18909661169593
"B1","C","2m","C","990",10.8,11.8,"4-leaf fall",293,"Coarse roots",12.1060083352648,8.9840869080278,16.3127805100089,1.86956469438293
"B4","C","2m","C","1",19.73144698,13.5,"5-dormancy",25,"Coarse roots",69.8502489533266,41.8174179839123,116.675239985375,19.0963831636384
"B4","C","2m","C","2",11.04536102,10.7,"5-dormancy",25,"Coarse roots",10.7204535582755,8.57371453042901,13.4047062200694,1.23239583919397
"B4","C","2m","C","3",12.71416533,11,"5-dormancy",25,"Coarse roots",14.8354424443945,11.6254703508561,18.9317374590984,1.86384365006181
"B4","C","2m","C","4",7.310950691,9.7,"5-dormancy",25,"Coarse roots",4.93591771675976,3.84821675100364,6.33105806742014,0.633377886840943
"B4","C","2m","C","5",8.3,10.3,"5-dormancy",25,"Coarse roots",6.36972551476249,4.96513289537412,8.17166508699444,0.81799290602559
"B4","C","2m","C","6",6.9,9.6,"5-dormancy",25,"Coarse roots",4.53884704765421,3.50327819195835,5.88053000452218,0.606441788919344
"B4","C","2m","C","7",4.4,8.2,"5-dormancy",25,"Coarse roots",2.4237748572796,1.76727097753166,3.3241560764982,0.397164566062893
"B4","C","2m","C","8",11.38507795,10.1,"5-dormancy",25,"Coarse roots",10.3859757395416,8.57103866439342,12.5852298987361,1.02402837610781
"B4","C","2m","C","9",11.90336087,10.4,"5-dormancy",25,"Coarse roots",11.8456208665852,9.62273842411829,14.5819960525151,1.26511674193796
"B4","C","2m","C","10",9.4,11.5,"5-dormancy",25,"Coarse roots",9.15237304202955,6.77892146653551,12.3568229421131,1.42293404989225
"B4","C","2m","C","11",12.5,10.6,"5-dormancy",25,"Coarse roots",13.4884054487806,10.8013718308451,16.8438865358881,1.54145783291912
"B4","C","2m","C","13",11.80889495,11.2,"5-dormancy",25,"Coarse roots",13.1243731269836,10.2085047273058,16.8731047863998,1.7001530762995
"B4","C","2m","C","15",12.44708801,11.2,"5-dormancy",25,"Coarse roots",14.6103434754137,11.3473222565407,18.8116748289688,1.90417157459899
"B4","C","2m","C","16",8.5,11.9,"5-dormancy",25,"Coarse roots",8.34738458052052,5.87783936859205,11.8544970295441,1.5246575665694
"B4","C","2m","C","17",7.8,11.3,"5-dormancy",25,"Coarse roots",6.79040051722264,4.89127896070236,9.42688805008913,1.15704313504765
"B4","C","2m","C","18",13.51480669,13.7,"5-dormancy",25,"Coarse roots",25.3085884224641,16.5942901001772,38.5990990919728,5.6134716815805
"B4","C","2m","C","19",12.66688596,11.5,"5-dormancy",25,"Coarse roots",15.8483649892952,12.0802741322224,20.7918024114995,2.22232864267272
"B4","C","2m","C","21",19.05911855,13.4,"5-dormancy",25,"Coarse roots",61.4706172691435,37.6735241090139,100.299530686736,15.9760220861536
"B4","C","2m","C","22",15.24040682,13.1,"5-dormancy",25,"Coarse roots",30.9498107713844,20.8936956126949,45.8459242702133,6.36536445344857
"B4","C","2m","C","23",15.57947368,12.3,"5-dormancy",25,"Coarse roots",29.106550294612,20.4188207874172,41.4907050153869,5.37548067040045
"B4","C","2m","C","24",8.9,9.5,"5-dormancy",25,"Coarse roots",6.25891459256406,5.16201520641904,7.58889896881704,0.619103000611737
"B4","C","2m","C","26",12.7,12,"5-dormancy",25,"Coarse roots",17.1607537455163,12.6750810398475,23.2338924057716,2.69357432804186
"B4","C","2m","C","27",12.80351514,12.2,"5-dormancy",25,"Coarse roots",17.9864688687797,13.1079442071111,24.6806865558732,2.95223019101074
"B4","C","2m","C","28",6.519202405,8,"5-dormancy",25,"Coarse roots",3.35984610628292,2.66559204626331,4.23491879551827,0.400338456442592
"B4","C","2m","C","29",6.989277502,9.3,"5-dormancy",25,"Coarse roots",4.40738507920254,3.45623562652897,5.62028904721562,0.552054444052718
"B4","C","2m","C","30",10.90412766,10.2,"5-dormancy",25,"Coarse roots",9.72231328001837,7.98378300514468,11.8394219198983,0.983581355804495
"B3","C","2m","C","781",14.78276023,12.8,"5-dormancy",25,"Coarse roots",27.4140583619488,18.9530494410161,39.6522257914843,5.28040213022148
"B3","C","2m","C","782",9.7,12.5,"5-dormancy",25,"Coarse roots",11.1609347362588,7.72459330901441,16.1259576011156,2.14320517655642
"B3","C","2m","C","783",12.83160161,12.5,"5-dormancy",25,"Coarse roots",18.8919542107008,13.4905853733601,26.4559264125041,3.30748495896531
"B3","C","2m","C","785",9.521029356,9.6,"5-dormancy",25,"Coarse roots",7.05107084683862,5.86537931954166,8.47645094691379,0.666089700860238
"B3","C","2m","C","786",11.77964346,10,"5-dormancy",25,"Coarse roots",10.9350242795873,9.03987931822979,13.2274726006607,1.06826359245687
"B3","C","2m","C","787",7.3,10.2,"5-dormancy",25,"Coarse roots",5.30522138173751,4.0288827923251,6.98590039969914,0.754341226370928
"B3","C","2m","C","788",9.31933474,10.5,"5-dormancy",25,"Coarse roots",7.78710714962369,6.15504592349184,9.85192287977585,0.9430808561949
"B3","C","2m","C","789",9.774456507,10.3,"5-dormancy",25,"Coarse roots",8.16096724471923,6.5851165797858,10.1139266955159,0.900206662176053
"B3","C","2m","C","790",2.4,4.9,"5-dormancy",25,"Coarse roots",1.0627265313876,0.693008158166945,1.62968886759203,0.238949160567624
"B3","C","2m","C","791",10.5,10,"5-dormancy",25,"Coarse roots",8.8189784971572,7.29514106831055,10.6611210126102,0.85866835313766
"B3","C","2m","C","792",9.538343672,10.1,"5-dormancy",25,"Coarse roots",7.61471665316897,6.18643045560042,9.37275705662502,0.812838418628725
"B3","C","2m","C","793",13.60036764,10.3,"5-dormancy",25,"Coarse roots",15.5237185723045,12.3252605533824,19.5521901762943,1.8436044956408
"B3","C","2m","C","794",12.82224629,11.2,"5-dormancy",25,"Coarse roots",15.5612082343992,12.0535599866832,20.0896002493755,2.05001027109496
"B3","C","2m","C","795",10.61037228,10.3,"5-dormancy",25,"Coarse roots",9.3919401776964,7.65922498863386,11.5166404476076,0.984034555860657
"B3","C","2m","C","796",11.88107739,10.9,"5-dormancy",25,"Coarse roots",12.7076792842321,10.0608143549412,16.050898773576,1.52808275985581
"B3","C","2m","C","797",9.541488354,9.1,"5-dormancy",25,"Coarse roots",6.57072803290751,5.55851475331006,7.76726676073433,0.563457144751091
"B3","C","2m","C","798",8,9,"5-dormancy",25,"Coarse roots",4.99658093582325,4.09375954068365,6.09850695921995,0.511415157789874
"B3","C","2m","C","799",11.89621789,7.7,"5-dormancy",25,"Coarse roots",7.93428937777364,6.44142483909286,9.77314018292841,0.849927383631519
"B3","C","2m","C","800",11.5,11.6,"5-dormancy",25,"Coarse roots",13.2202653100433,10.0102412822601,17.4596605556018,1.90036205952595
"B3","C","2m","C","801",12.26743657,11.2,"5-dormancy",25,"Coarse roots",14.1758015998133,11.0187930281401,18.237328760425,1.84146319701143
"B3","C","2m","C","802",11.31459235,11.2,"5-dormancy",25,"Coarse roots",12.0781191452598,9.38050744382709,15.5515000612349,1.57423281056321
"B3","C","2m","C","803",12.7,9.6,"5-dormancy",25,"Coarse roots",12.0306438586544,9.8992669958901,14.6209200856861,1.20450333923367
"B3","C","2m","C","804",12.3434193,9.5,"5-dormancy",25,"Coarse roots",11.1643896465671,9.27002765220382,13.4458710218349,1.06526616572222
"B3","C","2m","C","806",9.848857802,10.9,"5-dormancy",25,"Coarse roots",9.03096323783211,7.03211291539845,11.5979788698336,1.16476172307019
"B3","C","2m","C","807",6.717886572,8.2,"5-dormancy",25,"Coarse roots",3.5782884411831,2.85467444103936,4.48532693754133,0.415982779719889
"B3","C","2m","C","808",14.53203358,8.7,"5-dormancy",25,"Coarse roots",14.3273744414807,11.023468406909,18.6215128314549,1.93827663891477
"B3","C","2m","C","809",2.6,5.3,"5-dormancy",25,"Coarse roots",1.16607768234914,0.775167656172997,1.7541200931754,0.24973276454143
"B3","C","2m","C","810",10.1,8.4,"5-dormancy",25,"Coarse roots",6.5071457348946,5.55098314102128,7.62800832563268,0.529853363421276
"B1","C","2m","C","962",13.15218613,13.4,"5-dormancy",25,"Coarse roots",22.7781909725576,15.2616772327253,33.996655549087,4.77933120315349
"B1","C","2m","C","964",14.08296844,14.5,"5-dormancy",25,"Coarse roots",31.343970396398,19.3797431002962,50.6944016298781,7.98843329836273
"B1","C","2m","C","965",5.3,9.2,"5-dormancy",25,"Coarse roots",3.26928866145258,2.40862748532471,4.43748500630495,0.517565694127613
"B1","C","2m","C","967",13.53698637,12.5,"5-dormancy",25,"Coarse roots",21.2697839622468,15.1538228754544,29.8540977757789,3.75007012763378
"B1","C","2m","C","968",7.4,10.9,"5-dormancy",25,"Coarse roots",5.98399724579135,4.37091231286063,8.1923910786952,0.974867032100656
"B1","C","2m","C","969",14.08580846,11.6,"5-dormancy",25,"Coarse roots",20.4163884441369,15.2413127820401,27.3486229869295,3.08859954206361
"B1","C","2m","C","970",10.98362417,11.1,"5-dormancy",25,"Coarse roots",11.2567983865761,8.77952702773383,14.4330679221943,1.44222982001543
"B1","C","2m","C","971",13.08166656,11.6,"5-dormancy",25,"Coarse roots",17.2459202618656,13.032038151745,22.8223522840747,2.49752911539024
"B1","C","2m","C","972",10.8,12.8,"5-dormancy",25,"Coarse roots",14.0368854414501,9.67150784846555,20.3726405420489,2.72988078917943
"B1","C","2m","C","973",7.9,9.6,"5-dormancy",25,"Coarse roots",5.36952385285233,4.28872644469787,6.72269187091537,0.620909547504463
"B1","C","2m","C","974",5.3,8.8,"5-dormancy",25,"Coarse roots",3.08138066741543,2.30052795800682,4.12727295248695,0.46600637614289
"B1","C","2m","C","975",6.1,9.8,"5-dormancy",25,"Coarse roots",4.08702526912079,3.03156377419635,5.50995354035062,0.632242287284251
"B1","C","2m","C","976",7.3,11.7,"5-dormancy",25,"Coarse roots",6.6238149604489,4.56894054087188,9.60286618698133,1.28416470564017
"B1","C","2m","C","977",9.1,12.5,"5-dormancy",25,"Coarse roots",10.0903546715342,6.89460242204303,14.7673863066904,2.00836323587942
"B1","C","2m","C","978",12.39435355,12.1,"5-dormancy",25,"Coarse roots",16.5445185615142,12.14211402599,22.5431167790378,2.65331702883871
"B1","C","2m","C","979",11,10.8,"5-dormancy",25,"Coarse roots",10.7976495357085,8.58191188154034,13.585461736885,1.27641577942466
"B1","C","2m","C","980",13.08739852,11.7,"5-dormancy",25,"Coarse roots",17.5199042985187,13.1607316042218,23.3229470716346,2.59240190495223
"B1","C","2m","C","981",10.1133575,12.4,"5-dormancy",25,"Coarse roots",11.7881227113627,8.28440498414648,16.773665377787,2.16562765143891
"B1","C","2m","C","982",7.7,11.9,"5-dormancy",25,"Coarse roots",7.2972334514262,5.02390570514034,10.5992467155842,1.42228087001119
"B1","C","2m","C","983",14.2,16,"5-dormancy",25,"Coarse roots",39.9117572177813,22.0282408377889,72.3139163014079,12.8279784345967
"B1","C","2m","C","984",18.17278185,14.9,"5-dormancy",25,"Coarse roots",66.1269263559237,38.3488556070312,114.026098564465,19.3054191217942
"B1","C","2m","C","986",10.85771615,11.9,"5-dormancy",25,"Coarse roots",12.4062538221972,9.14727135040659,16.8263439450651,1.95894709047412
"B1","C","2m","C","988",11.8,14.2,"5-dormancy",25,"Coarse roots",20.4286037845784,12.7758035173645,32.6654876947716,5.07389902484876
"B1","C","2m","C","989",7.2,11.5,"5-dormancy",25,"Coarse roots",6.32346634557894,4.40866287634432,9.06992159419235,1.18909661169593
"B1","C","2m","C","990",10.8,11.8,"5-dormancy",25,"Coarse roots",12.1060083352648,8.9840869080278,16.3127805100089,1.86956469438293
"B4","C","2m","C","1",19.73144698,13.5,"6-sap flow",55,"Coarse roots",69.8502489533266,41.8174179839123,116.675239985375,19.0963831636384
"B4","C","2m","C","2",11.04536102,10.7,"6-sap flow",55,"Coarse roots",10.7204535582755,8.57371453042901,13.4047062200694,1.23239583919397
"B4","C","2m","C","3",12.71416533,11,"6-sap flow",55,"Coarse roots",14.8354424443945,11.6254703508561,18.9317374590984,1.86384365006181
"B4","C","2m","C","4",7.310950691,9.7,"6-sap flow",55,"Coarse roots",4.93591771675976,3.84821675100364,6.33105806742014,0.633377886840943
"B4","C","2m","C","5",8.3,10.3,"6-sap flow",55,"Coarse roots",6.36972551476249,4.96513289537412,8.17166508699444,0.81799290602559
"B4","C","2m","C","6",6.9,9.6,"6-sap flow",55,"Coarse roots",4.53884704765421,3.50327819195835,5.88053000452218,0.606441788919344
"B4","C","2m","C","7",4.4,8.2,"6-sap flow",55,"Coarse roots",2.4237748572796,1.76727097753166,3.3241560764982,0.397164566062893
"B4","C","2m","C","8",11.38507795,10.1,"6-sap flow",55,"Coarse roots",10.3859757395416,8.57103866439342,12.5852298987361,1.02402837610781
"B4","C","2m","C","9",11.90336087,10.4,"6-sap flow",55,"Coarse roots",11.8456208665852,9.62273842411829,14.5819960525151,1.26511674193796
"B4","C","2m","C","10",9.4,11.5,"6-sap flow",55,"Coarse roots",9.15237304202955,6.77892146653551,12.3568229421131,1.42293404989225
"B4","C","2m","C","11",12.5,10.6,"6-sap flow",55,"Coarse roots",13.4884054487806,10.8013718308451,16.8438865358881,1.54145783291912
"B4","C","2m","C","13",11.80889495,11.2,"6-sap flow",55,"Coarse roots",13.1243731269836,10.2085047273058,16.8731047863998,1.7001530762995
"B4","C","2m","C","15",12.44708801,11.2,"6-sap flow",55,"Coarse roots",14.6103434754137,11.3473222565407,18.8116748289688,1.90417157459899
"B4","C","2m","C","16",8.5,11.9,"6-sap flow",55,"Coarse roots",8.34738458052052,5.87783936859205,11.8544970295441,1.5246575665694
"B4","C","2m","C","17",7.8,11.3,"6-sap flow",55,"Coarse roots",6.79040051722264,4.89127896070236,9.42688805008913,1.15704313504765
"B4","C","2m","C","18",13.51480669,13.7,"6-sap flow",55,"Coarse roots",25.3085884224641,16.5942901001772,38.5990990919728,5.6134716815805
"B4","C","2m","C","19",12.66688596,11.5,"6-sap flow",55,"Coarse roots",15.8483649892952,12.0802741322224,20.7918024114995,2.22232864267272
"B4","C","2m","C","21",19.05911855,13.4,"6-sap flow",55,"Coarse roots",61.4706172691435,37.6735241090139,100.299530686736,15.9760220861536
"B4","C","2m","C","22",15.24040682,13.1,"6-sap flow",55,"Coarse roots",30.9498107713844,20.8936956126949,45.8459242702133,6.36536445344857
"B4","C","2m","C","23",15.57947368,12.3,"6-sap flow",55,"Coarse roots",29.106550294612,20.4188207874172,41.4907050153869,5.37548067040045
"B4","C","2m","C","24",8.9,9.5,"6-sap flow",55,"Coarse roots",6.25891459256406,5.16201520641904,7.58889896881704,0.619103000611737
"B4","C","2m","C","26",12.7,12,"6-sap flow",55,"Coarse roots",17.1607537455163,12.6750810398475,23.2338924057716,2.69357432804186
"B4","C","2m","C","27",12.80351514,12.2,"6-sap flow",55,"Coarse roots",17.9864688687797,13.1079442071111,24.6806865558732,2.95223019101074
"B4","C","2m","C","28",6.519202405,8,"6-sap flow",55,"Coarse roots",3.35984610628292,2.66559204626331,4.23491879551827,0.400338456442592
"B4","C","2m","C","29",6.989277502,9.3,"6-sap flow",55,"Coarse roots",4.40738507920254,3.45623562652897,5.62028904721562,0.552054444052718
"B4","C","2m","C","30",10.90412766,10.2,"6-sap flow",55,"Coarse roots",9.72231328001837,7.98378300514468,11.8394219198983,0.983581355804495
"B3","C","2m","C","781",14.78276023,12.8,"6-sap flow",55,"Coarse roots",27.4140583619488,18.9530494410161,39.6522257914843,5.28040213022148
"B3","C","2m","C","782",9.7,12.5,"6-sap flow",55,"Coarse roots",11.1609347362588,7.72459330901441,16.1259576011156,2.14320517655642
"B3","C","2m","C","783",12.83160161,12.5,"6-sap flow",55,"Coarse roots",18.8919542107008,13.4905853733601,26.4559264125041,3.30748495896531
"B3","C","2m","C","785",9.521029356,9.6,"6-sap flow",55,"Coarse roots",7.05107084683862,5.86537931954166,8.47645094691379,0.666089700860238
"B3","C","2m","C","786",11.77964346,10,"6-sap flow",55,"Coarse roots",10.9350242795873,9.03987931822979,13.2274726006607,1.06826359245687
"B3","C","2m","C","787",7.3,10.2,"6-sap flow",55,"Coarse roots",5.30522138173751,4.0288827923251,6.98590039969914,0.754341226370928
"B3","C","2m","C","788",9.31933474,10.5,"6-sap flow",55,"Coarse roots",7.78710714962369,6.15504592349184,9.85192287977585,0.9430808561949
"B3","C","2m","C","789",9.774456507,10.3,"6-sap flow",55,"Coarse roots",8.16096724471923,6.5851165797858,10.1139266955159,0.900206662176053
"B3","C","2m","C","790",2.4,4.9,"6-sap flow",55,"Coarse roots",1.0627265313876,0.693008158166945,1.62968886759203,0.238949160567624
